fraud_uri,fraud_label,fraud_label_matched,gao_uri,gao_label,similarity_score,fraud_parents
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AbsenteeBallotFraud,absentee ballot fraud,absentee ballot fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121347,absentee ballot,0.833,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/electionFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AbuseOfNonPublicInformation,abuse of non-public information,abuse of non-public information,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131564,public information,0.75,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ContractFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AbusiveTaxShelter,abusive tax shelter,abusive tax shelter,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135357,abusive tax shelters,0.974,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TaxEvasion
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AbusiveTaxShelter,abusive tax shelter,abusive tax shelter,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121361,abusive tax schemes,0.842,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TaxEvasion
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AbusiveTaxStructure,abusive tax structure,abusive tax structure,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121361,abusive tax schemes,0.75,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TaxFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Accountant,accountant,accountant,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146210,accountant,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Accountant,accountant,accountant,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121398,accountants,0.952,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Accountant,accountant,accountant,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121399,accounting,0.8,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Accountant,accountant,accountant,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121413,accounts,0.778,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Accountant,accountant,accountant,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121396,accountability,0.75,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AccreditationFraud,accreditation fraud,accreditation fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/148194,accreditation,0.812,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ConsumerFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Adjudication,adjudication,adjudication,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121449,addiction,0.857,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Investigation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Adjudication,adjudication,adjudication,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134158,visa adjudication,0.828,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Investigation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Adjudication,adjudication,adjudication,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131671,radiation,0.762,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Investigation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Adjudication,adjudication,adjudication,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125201,Education,0.762,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Investigation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AdministrationOfJustice,administration of justice,administration of justice,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121459,administration of justice,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramArea
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AdministrationOfJustice,administration of justice,Administration of justice,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121459,administration of justice,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramArea
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AdministrativeAction,administrative action,administrative action,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121461,administrative applications,0.875,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalFraudIncidentResponse
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AdministrativeAction,administrative action,administrative action,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121478,administrative practices,0.844,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalFraudIncidentResponse
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AdministrativeAction,administrative action,administrative action,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121465,administrative costs,0.829,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalFraudIncidentResponse
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AdministrativeAction,administrative action,administrative action,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121471,administrative law,0.821,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalFraudIncidentResponse
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AdministrativeAction,administrative action,administrative action,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121469,administrative hearings,0.818,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalFraudIncidentResponse
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Administrator,administrator,administrator,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121454,administration,0.889,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Administrator,administrator,administrator,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133141,Tax Administration,0.774,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Administrator,administrator,administrator,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121466,administrative errors,0.765,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Administrator,administrator,administrator,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124328,data administration,0.75,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Administrator,administrator,administrator,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129109,loan administration,0.75,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AdultEducation,adult education institution,adult education institution,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125267,educational institutions,0.824,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EducationalInstitution
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AdultEducation,adult education institution,adult education institution,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127675,higher education institutions,0.786,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EducationalInstitution
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Agriculture,agriculture program,agriculture program,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121659,agricultural programs,0.9,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramArea
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Agriculture,agriculture program,Agriculture program,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121659,agricultural programs,0.9,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramArea
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Agriculture,agriculture program,agriculture program,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121689,agriculture and food programs,0.792,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramArea
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Agriculture,agriculture program,Agriculture program,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121689,agriculture and food programs,0.792,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramArea
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Agriculture,agriculture program,agriculture program,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121692,agriculture contracts,0.75,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramArea
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AirLoan,air loan,air loan,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126020,farm loans,0.778,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageScheme
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AlaskaNativeCorporation,Alaska Native Corporation,Alaska Native Corporation,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121833,Alaska Native Corporations (ANCs),0.893,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AlaskaNativeCorporation,Alaska Native Corporation,Alaska Native Corporation,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121549,Afognak Native Corporation,0.863,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AlaskaNativeCorporation,Alaska Native Corporation,Alaska Native Corporation,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132280,Sealaska Corporation,0.8,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AlaskaNativeCorporation,Alaska Native Corporation,Alaska Native Corporation,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121835,Alaska Native village corporations (ANVCs),0.769,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AlaskaNativeCorporation,Alaska Native Corporation,Alaska Native Corporation,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121834,Alaska Native regional corporations (ANRCs),0.758,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AssetDiversion,asset diversion,asset diversion,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128632,jail diversion,0.759,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InsuranceFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AssetManipulation,asset manipulation,asset manipulation,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145253,price manipulation,0.778,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CookingTheBooks
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AssistanceFraud,public assistance fraud,public assistance fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131526,public assistance programs,0.816,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AuditProduct,audit product,audit report,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122294,audit reports,0.96,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudRiskManagementGuidance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AuditProduct,audit product,audit report,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124126,credit reports,0.769,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudRiskManagementGuidance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AuditProduct,audit product,audit report,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122812,budget reports,0.769,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudRiskManagementGuidance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AuditProduct,audit product,audit product,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135723,U.S. products,0.75,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudRiskManagementGuidance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BankFraud,bank fraud,bank fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122437,bank fraud,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FinancialInstitutionFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BankFraud,bank fraud,bank fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145756,loan fraud,0.8,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FinancialInstitutionFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BankNumber,bank identification number,bank identification number,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133230,taxpayer identification number,0.821,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonallyIdentifiableInformation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BankNumber,bank identification number,bank identification number,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130967,personal identification numbers,0.807,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonallyIdentifiableInformation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BankruptcyFraud,bankruptcy fraud,bankruptcy fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122466,bankruptcy reform,0.788,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BankruptcyFraud,bankruptcy fraud,bankruptcy fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122464,bankruptcy judges,0.788,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BankruptcyFraud,bankruptcy fraud,bankruptcy fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122465,bankruptcy laws,0.774,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BankruptcyFraud,bankruptcy fraud,bankruptcy fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122437,bank fraud,0.769,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BankruptcyFraud,bankruptcy fraud,bankruptcy fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122462,bankruptcy,0.769,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BeneficiaryFraud,beneficiary fraud,beneficiary fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/136026,beneficiary data,0.788,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BidManipulation,bid manipulation,bid manipulation,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145253,price manipulation,0.824,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NonCompetitiveBidding
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BidRigging,bid-rigging,bid-rigging,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122551,bid pricing,0.762,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NonCompetitiveBidding
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BidSuppresion,bid suppression,bid suppression,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134387,wildfire suppression,0.8,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NonCompetitiveBidding
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BigBath,big bath,big bath,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122571,big data,0.75,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AssetManipulation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Biometrics,biometrics,biometrics,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122618,biometrics,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonallyIdentifiableInformation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Biometrics,biometrics,biometrics,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122617,biometric visas,0.8,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonallyIdentifiableInformation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Bribery,bribery,bribery,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122723,bribery,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Corruption
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BrokerEmbezzlement,broker embezzlement,broker embezzlement,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125386,embezzlement,0.774,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Embezzlement
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business,business,business,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122882,business,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FunctionalEntity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business,business,business,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122932,businesses,0.889,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FunctionalEntity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business,business,business,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122881,buses,0.769,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FunctionalEntity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business,business,business,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122913,business plan,0.762,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FunctionalEntity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business,business,business,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122893,business debt,0.762,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FunctionalEntity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/BusinessIdentityTheft,business identity theft,business identity theft,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127973,identity theft,0.757,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CorporateFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CallCenter,call center,call center,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/136282,call centers,0.957,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CallCenterScam,call center scam,call center scam,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/136282,call centers,0.857,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CharityFraud,charity fraud,charity fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133409,thrift fraud,0.8,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CharterSchool,charter school,charter school,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123144,charter schools,0.966,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PublicEducationalInstitution
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Child,child,child,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/147330,child,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Dependent
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Child,child,child,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123246,Chile,0.8,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Dependent
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Child,child,child,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123235,children,0.769,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Dependent
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ChildCareDisasterAssistance,disaster child care assistance,disaster child care assistance,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124880,disaster medical assistance,0.807,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/DisasterAssistance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ChildCareDisasterAssistance,disaster child care assistance,disaster child care assistance,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124871,disaster assistance,0.776,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/DisasterAssistance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Citizenship,citizen,citizen,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135017,citizens,0.933,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Person
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Citizenship,citizen,citizen,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123271,citizenship,0.778,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Person
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Citizenship,citizen,citizen,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130288,noncitizens,0.778,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Person
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CivilPenalty,financial penalty,financial penalty,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135795,financial capability,0.811,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterDetected
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CivilPenalty,financial penalty,financial penalty,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126354,financial analysis,0.8,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterDetected
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CivilPenalty,financial penalty,financial penalty,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145862,financial policy,0.788,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterDetected
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CivilPenalty,financial penalty,financial penalty,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135800,financial viability,0.778,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterDetected
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CivilPenalty,financial penalty,financial penalty,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126426,financial stability,0.778,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterDetected
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ClinicalLaboratoryFeeSchedule,clinical laboratory fee schedule,clinical laboratory fee schedule,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123358,clinical laboratories,0.755,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalAdministrativeProcess
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CoalMiner,coal miner,coal miner,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123377,coal miners,0.952,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CoalMiner,coal miner,coal miner,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123379,coal mines,0.9,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CoalMiner,coal miner,coal miner,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123380,coal mining,0.762,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Collusion,collusion,collusion,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123437,collusion,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Conspiracy; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Collusion,collusion,collusion,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131162,pollution,0.778,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Conspiracy; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CommercialRealEstateScheme,commercial real estate appraisal scam,commercial real estate appraisal scam,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123495,commercial real estate loans,0.769,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageScheme
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CommercialRealEstateScheme,commercial real estate appraisal scam,commercial real estate appraisal scam,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123496,commercial real estate market,0.758,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageScheme
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CommoditiesFraud,commodities fraud,commodities fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123522,commodities fraud,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InvestmentFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CommoditiesFraud,commodities fraud,commodities fraud,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123520,commodities,0.786,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InvestmentFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Community,community,community,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123553,communities,0.8,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Community,community,community,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123556,community banks,0.75,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CommunityCollege,community college,community college,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123558,community colleges,0.971,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InstitutionOfHigherEducation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CommunityCollege,community college,community college,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135648,community lenders,0.765,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InstitutionOfHigherEducation
