fraud_uri,fraud_label,fraud_label_matched,gao_uri,gao_label,similarity_score,fraud_parents
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PreExistingConditionFalsification,pre-existing condition falsification,pre-existing condition falsification,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131243,pre-existing conditions,0.772,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/employmentFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PredatoryLending,predatory lending,predatory lending,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131255,predatory lending,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraudForProfit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Preschool,preschool,preschool,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131268,preschoolers,0.857,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EducationalInstitution
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Preschool,preschool,preschool,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132241,schools,0.75,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EducationalInstitution
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Preschool,preschool,preschool,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131374,private schools,0.75,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EducationalInstitution
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PriceFixing,price fixing,price fixing,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131302,price fixing,1.0,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Collusion
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PrincipalInvestigator,principal investigator,principal investigator,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132770,special investigations,0.773,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PrincipalInvestigator,principal investigator,principal investigator,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124159,criminal investigation,0.773,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PrincipalInvestigator,principal investigator,principal investigator,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124161,criminal investigations,0.756,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PrivateEducationalInstitution,private educational institution,private educational institution,https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125267,educational institutions,0.836,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EducationalInstitution
