uri,label,all_labels
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125001,drinking water,drinking water
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126562,food contamination,food contamination
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126572,food inspection,food inspection
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125762,epidemiology,epidemiology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129492,Mental Health,Mental Health
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131512,psychiatric emergencies,psychiatric emergencies
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145619,legal substances,legal substances
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145640,tobacco and tobacco products,tobacco and tobacco products
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130241,nicotine,nicotine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121848,alcoholic beverages,alcoholic beverages
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123928,controlled substances,controlled substances
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145577,hallucinogens,hallucinogens
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135390,oxycodone,oxycodone
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123405,cocaine,cocaine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127649,heroin,heroin
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145575,lysergic acid diethylamide (LSD),lysergic acid diethylamide (LSD)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145603,psychotropic mushrooms,psychotropic mushrooms
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122973,cannabis,cannabis
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145580,amphetamines and methamphetamines,amphetamines and methamphetamines
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134948,stimulants,stimulants
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134949,opioids,opioids
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129523,methadone,methadone
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135177,fentanyl,fentanyl
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129957,narcotics,narcotics
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145606,addiction and consumer protection,addiction and consumer protection
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126882,gambling,gambling
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130652,online gambling,online gambling
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122506,behavioral sciences,behavioral sciences
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122507,behavioral sciences research,behavioral sciences research
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122505,behavioral health,behavioral health
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132607,social media and mental health,social media and mental health
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125031,Drug Enforcement and Substance Abuse,Drug Enforcement and Substance Abuse
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127979,illegal drugs,illegal drugs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124191,crop eradication,crop eradication
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125034,drug offenders,drug offenders
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125022,drug control,drug control
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125033,drug interdiction,drug interdiction
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124052,counternarcotics,counternarcotics
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129412,Medical Devices and Pharmaceuticals,Medical Devices and Pharmaceuticals
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122009,animal drugs,animal drugs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145784,medical device industry,medical device industry
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125038,drug regulation,drug regulation
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128046,imported drugs,imported drugs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125037,drug pricing,drug pricing
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125021,drug approvals,drug approvals
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125026,drug development,drug development
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131036,pharmacological research,pharmacological research
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135045,pharmaceutical research,pharmaceutical research
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122592,bioengineering and biotechnology,bioengineering and biotechnology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122623,biotechnology,biotechnology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126603,food science,food science
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122586,biochemistry,biochemistry
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122591,bioengineering,bioengineering
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123361,clinical trials,clinical trials
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129443,medical supplies,medical supplies
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124928,disinfectants,disinfectants
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129411,medical devices,medical devices
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128892,lasers,lasers
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125956,eyeglasses,eyeglasses
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130720,orthopedic devices,orthopedic devices
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131499,prosthetic devices,prosthetic devices
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127632,hearing aids,hearing aids
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134507,x-ray machines,x-ray machines
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135163,wheelchairs,wheelchairs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133992,vaccines,vaccines
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128188,influenza vaccine,influenza vaccine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131141,polio vaccine,polio vaccine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146002,MVA-BN vaccine,MVA-BN vaccine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134117,veterinary equipment,veterinary equipment
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131946,research equipment,research equipment
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125065,durable medical equipment,durable medical equipment
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135197,medical furnishings,medical furnishings
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131037,pharmacology,pharmacology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135044,medical device development,medical device development
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135046,medical device research,medical device research
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131032,pharmaceuticals,pharmaceuticals
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124810,dietary supplements,dietary supplements
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122049,antidepressants,antidepressants
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122621,biosimilars,biosimilars
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121861,alkaloids,alkaloids
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123154,chemical agents,chemical agents
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130204,nerve agents,nerve agents
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130955,persistent chemicals,persistent chemicals
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134184,volatile organic compounds,volatile organic compounds
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122045,antibiotics,antibiotics
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130733,over-the-counter drugs,over-the-counter drugs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127124,generic drugs,generic drugs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130718,orphan drugs,orphan drugs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133244,technetium,technetium
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129479,medicinal plants,medicinal plants
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132347,sedatives,sedatives
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132896,steroids,steroids
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134342,weight loss drugs,weight loss drugs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131030,pharmaceutical industry,pharmaceutical industry
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122606,biologics,biologics
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135164,drug manufacturing,drug manufacturing
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134027,Veterans Affairs and Veterans Health,Veterans Affairs and Veterans Health
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145852,veterans agency real property,veterans agency real property
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133983,VA acquisition management,VA acquisition management
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134032,veterans benefits,veterans benefits
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134071,veterans pension,veterans pension
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134038,veterans claims,veterans claims
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134083,veterans travel,veterans travel
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134040,veterans compensation,veterans compensation
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135098,military casualty assistance,military casualty assistance
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122605,"Biological, Medical, and Behavioral Sciences","Biological, Medical, and Behavioral Sciences"
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122601,biological science disciplines,biological science disciplines
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121995,anatomy,anatomy
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/147568,nervous system,nervous system
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125387,embryology,embryology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129936,musculoskeletal system,musculoskeletal system
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124816,digestive system,digestive system
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122019,animal sciences,animal sciences
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134549,zoology,zoology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125663,entomology,entomology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129306,marine science,marine science
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131071,physiology,physiology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122607,biology,biology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129540,microbiology,microbiology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129549,microorganisms,microorganisms
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122600,biological research,biological research
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129840,molecular biology,molecular biology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133079,synthetic biology,synthetic biology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122707,botany,botany
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123085,cell biology,cell biology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122612,biomedical sciences,biomedical sciences
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134118,veterinary medicine,veterinary medicine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122610,biomedical research,biomedical research
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122970,cancer research,cancer research
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131945,research animals,research animals
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129480,medicine,medicine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130364,nuclear medicine,nuclear medicine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131860,regenerative medicine,regenerative medicine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121535,aerospace medicine,aerospace medicine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127139,genetics,genetics
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127141,genome editing,genome editing
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135456,DNA,DNA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135457,RNA,RNA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127129,genetically engineered or modified organisms (GEOs/GMOs),genetically engineered or modified organisms (GEOs/GMOs)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127130,genetically engineered or modified plants,genetically engineered or modified plants
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127128,genetically engineered or modified animals,genetically engineered or modified animals
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127135,genetically modified foods,genetically modified foods
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122001,anesthesiology,anesthesiology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121889,alternative medicine,alternative medicine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127166,gerontology,gerontology
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123360,clinical medicine,clinical medicine
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122768,Budget and Spending,Budget and Spending
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127215,Government Budgets,Government Budgets
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122832,budgets,budgets
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133864,unified budgets,unified budgets
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124469,defense budgets,defense budgets
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126090,federal budget,federal budget
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121462,administrative budgets,administrative budgets
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131938,research and development budgets,research and development budgets
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122765,budget analysis,budget analysis
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122810,budget recommendations,budget recommendations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122821,budget transparency,budget transparency
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122779,budget data,budget data
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122822,budget trends,budget trends
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126845,full-employment budgets,full-employment budgets
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122795,budget guidance,budget guidance
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122794,budget functions,budget functions
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122797,budget justification,budget justification
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122790,budget estimates,budget estimates
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129761,minimum feasible budget level,minimum feasible budget level
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122817,budget scorekeeping,budget scorekeeping
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122803,budget outlook,budget outlook
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145696,budget balance,budget balance
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122820,budget surplus,budget surplus
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126857,funding shortfall,funding shortfall
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122785,budget deficit,budget deficit
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124558,deficit spending,deficit spending
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124556,deficit financing,deficit financing
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124557,deficit reduction,deficit reduction
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126852,fund balance,fund balance
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123045,carryover balances,carryover balances
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133858,unexpended budget balances,unexpended budget balances
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133914,unobligated budget balances,unobligated budget balances
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130450,obligated budget balances,obligated budget balances
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122829,budgetary resources,budgetary resources
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122828,budgetary reserves,budgetary reserves
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122809,budget receipts,budget receipts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122418,balances of budget authority,balances of budget authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122802,budget outlays,budget outlays
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122417,balanced budgets,balanced budgets
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127219,government collections,government collections
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130582,offsetting collections,offsetting collections
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127270,government non-tax revenue,government non-tax revenue
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133963,user fees,user fees
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121468,administrative fees,administrative fees
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132094,royalties,royalties
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126443,fines and penalties,fines and penalties
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145683,natural resource revenue,natural resource revenue
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130583,offsetting receipts,offsetting receipts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145685,refund and reimbursement to government,refund and reimbursement to government
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132039,revenue loss,revenue loss
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128520,intrabudgetary transactions,intrabudgetary transactions
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125100,earmarked receipts,earmarked receipts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122772,budget authority,budget authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145710,transfer authority,transfer authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123886,contract authority,contract authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128092,indefinite budget authority,indefinite budget authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124562,definite budget authority,definite budget authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130948,permanent budget authority,permanent budget authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130649,one-year budget authority,one-year budget authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122392,backdoor authority,backdoor authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130253,no-year budget authority,no-year budget authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130451,obligational authority,obligational authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133457,total obligational authority,total obligational authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132788,spending authority,spending authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135388,other transaction agreements authority,other transaction agreements authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122704,borrowing authority,borrowing authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145713,authority to borrow from the public,authority to borrow from the public
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145712,authority to borrow from the Treasury,authority to borrow from the Treasury
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129918,multiple-year budget authority,multiple-year budget authority
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130254,no-year funding,no-year funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145699,area-specific funding,area-specific funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145697,research and development funding,research and development funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122200,arts funding,arts funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145701,transportation funding,transportation funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127683,highway funding,highway funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146669,defense funding,defense funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146668,"research, development, test, and  evaluation (RDT&E) funding","research, development, test, and  evaluation (RDT&E) funding"
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125224,education funding,education funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128673,joint funding,joint funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126757,forward funding,forward funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126844,full funding,full funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121498,advance funding,advance funding
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122097,appropriations,appropriations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145721,area-specific appropriations,area-specific appropriations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124466,defense appropriations,defense appropriations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125556,energy and water development appropriations,energy and water development appropriations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131808,reappropriations,reappropriations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121497,advance appropriations,advance appropriations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124555,deficiency appropriations,deficiency appropriations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131389,procurement appropriations,procurement appropriations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128091,indefinite appropriations,indefinite appropriations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133022,supplemental appropriations,supplemental appropriations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125917,expired appropriations,expired appropriations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127201,government accounts,government accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123779,consolidated working fund accounts,consolidated working fund accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122757,budget accounts,budget accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121415,accounts receivable,accounts receivable
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121414,accounts payable,accounts payable
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127108,general fund accounts,general fund accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126158,federal fund accounts,federal fund accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133609,treasury accounts,treasury accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129260,management fund accounts,management fund accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133516,transfer appropriation accounts,transfer appropriation accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131542,public enterprise fund accounts,public enterprise fund accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122092,appropriation accounts,appropriation accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128521,intragovernmental fund accounts,intragovernmental fund accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131810,receipt accounts,receipt accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132764,special fund accounts,special fund accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133654,trust fund accounts,trust fund accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132044,revolving fund accounts,revolving fund accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125904,expenditure accounts,expenditure accounts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130646,on-budget entities and transactions,on-budget entities and transactions
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145692,appropriation process,appropriation process
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133612,treasury warrants,treasury warrants
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124554,deficiency apportionment,deficiency apportionment
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123873,continuing resolution (CR),continuing resolution (CR)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145711,transfer of funds,transfer of funds
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145717,intrafund transactions,intrafund transactions
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145716,interfund transactions,interfund transactions
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122096,appropriation limitations,appropriation limitations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122095,appropriation legislation,appropriation legislation
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145708,reprogramming of funds,reprogramming of funds
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130287,nonbudgetary entities and transactions,nonbudgetary entities and transactions
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130489,off-budget entities and transactions,off-budget entities and transactions
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145718,fund management,fund management
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126851,fund audits,fund audits
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145748,funded liabilities,funded liabilities
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122806,budget process,budget process
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122801,budget obligations,budget obligations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145707,budget deobligations,budget deobligations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122811,budget reconciliation,budget reconciliation
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122791,budget execution,budget execution
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122789,budget enforcement,budget enforcement
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122784,budget deferrals,budget deferrals
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123742,congressional earmarks,congressional earmarks
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/135440,budget sequestration,budget sequestration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122758,budget activities,budget activities
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125905,expenditure of funds,expenditure of funds
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122815,budget rescissions,budget rescissions
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127301,government shutdown,government shutdown
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122770,budget apportionment,budget apportionment
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122762,budget allotment,budget allotment
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121870,allocation (budgeting),allocation (budgeting)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126855,funding increases,funding increases
