uri,label,all_labels
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124756,Department of Veterans Affairs: Veterans Health Administration,Department of Veterans Affairs: Veterans Health Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146566,OPM,OPM
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/147413,H-1B temporary worker visas,H-1B temporary worker visas
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146565,ONDCP,ONDCP
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/147412,F-1 NONIMMIGRANT STUDENT,F-1 NONIMMIGRANT STUDENT
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/147419,H1-C VISAS,H1-C VISAS
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124755,Department of Veterans Affairs: Veterans Benefits Administration,Department of Veterans Affairs: Veterans Benefits Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122332,automated export system,automated export system
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/147418,H1-C VISA,H1-C VISA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124752,Department of Transportation: Surface Transportation Board,Department of Transportation: Surface Transportation Board
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124510,Defense Nuclear Facilities Safety Board,Defense Nuclear Facilities Safety Board
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/147417,h1c,h1c
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124753,Department of Veterans Affairs,Department of Veterans Affairs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146569,USTR,USTR
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/147416,H-1C temporary worker visas,H-1C temporary worker visas
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124750,Department of Transportation: National Highway Traffic Safety Administration,Department of Transportation: National Highway Traffic Safety Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146560,OCS,OCS
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124751,Department of Transportation: Pipeline and Hazardous Materials Safety Administration,Department of Transportation: Pipeline and Hazardous Materials Safety Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146564,OMB,OMB
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/147411,F-1 NONIMMIGRANT STUDENTS,F-1 NONIMMIGRANT STUDENTS
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146563,USOGE,USOGE
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146562,OFCCP,OFCCP
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146561,FHEO,FHEO
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125838,European Economic Community,European Economic Community
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124749,Department of Transportation: Maritime Administration,Department of Transportation: Maritime Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146535,NEA,NEA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146534,NCUA,NCUA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146533,NCD,NCD
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146532,NCPC,NCPC
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146539,Army National Guard,Army National Guard
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124546,defense travel system,defense travel system
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146538,NFAH,NFAH
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146537,NFIP,NFIP
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122125,Architectural and Transportation Barriers Compliance Board,Architectural and Transportation Barriers Compliance Board
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146536,NEH,NEH
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122121,Architect of the Capitol: United States Capitol Police,Architect of the Capitol: United States Capitol Police
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146531,NARA,NARA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146530,NASP,NASP
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133468,trade adjustment assistance,trade adjustment assistance
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130198,Neighborhood Reinvestment Corporation,Neighborhood Reinvestment Corporation
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133464,toxic substances and disease registry,toxic substances and disease registry
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146529,NASA,NASA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146546,NPOESS,NPOESS
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146545,NOAA,NOAA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146302,BOP,BOP
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146544,NNSA,NNSA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124537,defense switched network,defense switched network
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146301,Bureau of Prisons,Bureau of Prisons
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146543,NMB,NMB
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146549,NSF,NSF
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146548,NRF,NRF
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146547,Amtrak,Amtrak
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146300,BLM,BLM
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146542,National Labs,National Labs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146541,NLRB,NLRB
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146540,NIH,NIH
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132389,Senate Disbursing Office,Senate Disbursing Office
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133472,Trade and Development Agency,Trade and Development Agency
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124529,Defense Security Service (DSS),Defense Security Service (DSS)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146513,HITPC,HITPC
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124726,Department of the Interior: Bureau of Indian Affairs,Department of the Interior: Bureau of Indian Affairs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146512,HIPAA,HIPAA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125812,essential air service,essential air service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124723,Department of the Army Corps of Engineers,Department of the Army Corps of Engineers
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146511,HealthCare.gov,HealthCare.gov
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124724,Department of the Interior,Department of the Interior
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146510,HITECH Act,HITECH Act
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124721,Department of the Air Force,Department of the Air Force
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146517,INTOSAI,INTOSAI
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124722,Department of the Army,Department of the Army
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146516,IMF,IMF
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123630,Comptroller General of the United States,Comptroller General of the United States
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146515,USICH,USICH
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146514,ICE,ICE
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146509,GBSD,GBSD
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146508,GPRAMA,GPRAMA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146507,GPO,GPO
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124718,Department of State,Department of State
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132351,Selective Service System,Selective Service System
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124716,Department of Labor: Occupational Safety and Health Administration,Department of Labor: Occupational Safety and Health Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132350,Selective Service,Selective Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124717,Department of Labor: Office of Federal Contract Compliance Programs,Department of Labor: Office of Federal Contract Compliance Programs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146524,MMC,MMC
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124715,Department of Labor: Employee Benefits Security Administration,Department of Labor: Employee Benefits Security Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146523,LSC,LSC
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124712,Department of Justice: United States Marshals Service,Department of Justice: United States Marshals Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146522,LE/FAMS,LE/FAMS
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124713,Department of Labor,Department of Labor
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146521,JPSS,JPSS
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124710,Department of Justice: Office of the Attorney General,Department of Justice: Office of the Attorney General
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146528,NADS,NADS
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124711,Department of Justice: Office of the United States Attorney: District of Columbia District,Department of Justice: Office of the United States Attorney: District of Columbia District
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146527,MSPB,MSPB
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146526,MedPAC,MedPAC
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146525,MACPAC,MACPAC
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146520,JFMIP,JFMIP
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133696,U.S. Agency for Global Media,U.S. Agency for Global Media
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132369,Senate,Senate
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130181,Navy,Navy
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124709,Department of Justice: Office of Justice Programs,Department of Justice: Office of Justice Programs
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146519,JPL,JPL
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146518,ITSO,ITSO
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124707,Department of Justice: Executive Office of U.S. Trustees,Department of Justice: Executive Office of U.S. Trustees
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132121,Rural Telephone Bank,Rural Telephone Bank
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124705,Department of Justice: Drug Enforcement Administration,Department of Justice: Drug Enforcement Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124948,District of Columbia government,District of Columbia government
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131271,President of the United States,President of the United States
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124706,Department of Justice: Executive Office for Immigration Review,Department of Justice: Executive Office for Immigration Review
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124747,Department of Transportation: Federal Highway Administration,Department of Transportation: Federal Highway Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125836,European Community,European Community
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145886,Advanced Law Enforcement Rapid Response Training,Advanced Law Enforcement Rapid Response Training
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124748,Department of Transportation: Federal Transit Administration,Department of Transportation: Federal Transit Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145885,Administration for Children and Families,Administration for Children and Families
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124503,Defense Investigative Service (DIS),Defense Investigative Service (DIS)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124745,Department of Transportation: Federal Aviation Administration,Department of Transportation: Federal Aviation Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145884,Standards for Internal Control in the Federal Government,Standards for Internal Control in the Federal Government
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124746,Department of Transportation: Federal Aviation Administration: Office of Human Resource Management,Department of Transportation: Federal Aviation Administration: Office of Human Resource Management
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125835,European Commission,European Commission
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145883,Joint Financial Management and Improvement Program,Joint Financial Management and Improvement Program
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124743,Department of Transportation,Department of Transportation
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121477,Administrative Office of the United States Courts,Administrative Office of the United States Courts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124741,Department of the Treasury: Office of Financial Stability,Department of the Treasury: Office of Financial Stability
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145888,Centers for Medicare and Medicaid Services,Centers for Medicare and Medicaid Services
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124742,Department of the Treasury: Office of the Comptroller of the Currency,Department of the Treasury: Office of the Comptroller of the Currency
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145887,Centers for Disease Control and Prevention,Centers for Disease Control and Prevention
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124740,Department of the Treasury: Internal Revenue Service: Office of the Taxpayer Advocate,Department of the Treasury: Internal Revenue Service: Office of the Taxpayer Advocate
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129160,Los Alamos National Laboratory,Los Alamos National Laboratory
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145882,International Organization of Supreme Audit Institutions,International Organization of Supreme Audit Institutions
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130154,Natural Resources Conservation Service,Natural Resources Conservation Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124738,Department of the Treasury: Financial Stability Oversight Council,Department of the Treasury: Financial Stability Oversight Council
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124739,Department of the Treasury: Internal Revenue Service,Department of the Treasury: Internal Revenue Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124736,Department of the Treasury: Bureau of the Fiscal Service: Office of the Commissioner,Department of the Treasury: Bureau of the Fiscal Service: Office of the Commissioner
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145897,National Nuclear Security Administration,National Nuclear Security Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146502,Strategic Planning and External Liaison,Strategic Planning and External Liaison
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124737,Department of the Treasury: Financial Crimes Enforcement Network,Department of the Treasury: Financial Crimes Enforcement Network
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145896,Medicaid and CHIP Payment and Access Commission,Medicaid and CHIP Payment and Access Commission
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146501,FOIA,FOIA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145895,Law Enforcement/Federal Air Marshal Service,Law Enforcement/Federal Air Marshal Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146500,GAO FraudNet,GAO FraudNet
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124735,Department of the Treasury: Bureau of the Fiscal Service,Department of the Treasury: Bureau of the Fiscal Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124732,Department of the Navy,Department of the Navy
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146506,GPRA,GPRA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124975,"DOI Budget, Finance, Grants & Acquisition","DOI Budget, Finance, Grants & Acquisition"
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124733,Department of the Treasury,Department of the Treasury
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121463,Administrative Conference of the U.S.,Administrative Conference of the U.S.
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146505,GNMA,GNMA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124730,Department of the Interior: Geological Survey,Department of the Interior: Geological Survey
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145899,Occupational Safety and Health Administration,Occupational Safety and Health Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146504,GAO,GAO
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124731,Department of the Interior: United States Fish and Wildlife Service,Department of the Interior: United States Fish and Wildlife Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145898,National Oceanic and Atmospheric Administration,National Oceanic and Atmospheric Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/146503,GSA,GSA
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145893,Generally Accepted Government Auditing Standards,Generally Accepted Government Auditing Standards
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134518,Yellow Book,Yellow Book
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145892,GAO Strategic Planning and External Liaison,GAO Strategic Planning and External Liaison
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145891,Federal Information System Controls Audit Manual,Federal Information System Controls Audit Manual
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132103,Rural Business Cooperative Service,Rural Business Cooperative Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132584,Smithsonian Institution: John F. Kennedy Center for the Performing Arts,Smithsonian Institution: John F. Kennedy Center for the Performing Arts
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124729,Department of the Interior: Bureau of Safety and Environmental Enforcement,Department of the Interior: Bureau of Safety and Environmental Enforcement
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132582,Smithsonian,Smithsonian
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124727,Department of the Interior: Bureau of Indian Education,Department of the Interior: Bureau of Indian Education
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124728,Department of the Interior: Bureau of Land Management,Department of the Interior: Bureau of Land Management
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/122744,Broadcasting Board Of Governors,Broadcasting Board Of Governors
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123832,Consumer Product Safety Commission,Consumer Product Safety Commission
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130128,NATO Standardization,NATO Standardization
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132307,secure flight,secure flight
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133887,United States Agency for Global Media,United States Agency for Global Media
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133888,United States Agency for International Development,United States Agency for International Development
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133889,United States Agency for International Development (USAID),United States Agency for International Development (USAID)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133883,United Nations,United Nations
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133885,United Nations Military Forces,United Nations Military Forces
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133643,troubled asset relief program,troubled asset relief program
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133881,United Mine Workers of America Benefit Funds,United Mine Workers of America Benefit Funds
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/123823,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129391,medicaid community-based services,medicaid community-based services
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/145870,Metro,Metro
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133413,thrift savings plan,thrift savings plan
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133897,United States Securities and Exchange Commission,United States Securities and Exchange Commission
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133898,United States Trade and Development Agency,United States Trade and Development Agency
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129399,medicaid program,medicaid program
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130384,Nuclear Regulatory Commission,Nuclear Regulatory Commission
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133894,United States Postal Service,United States Postal Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133895,United States Postal Service (USPS),United States Postal Service (USPS)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133896,United States Secret Service (USSS),United States Secret Service (USSS)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133890,United States Customs and Border Protection (CBP): United States Border Patrol (USBP),United States Customs and Border Protection (CBP): United States Border Patrol (USBP)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133891,United States Interagency Council on Homelessness,United States Interagency Council on Homelessness
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124701,"Department of Justice: Bureau of Alcohol, Tobacco, Firearms and Explosives","Department of Justice: Bureau of Alcohol, Tobacco, Firearms and Explosives"
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124702,Department of Justice: Bureau of Prisons,Department of Justice: Bureau of Prisons
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/124700,Department of Justice Assets Forfeiture Fund,Department of Justice Assets Forfeiture Fund
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/133866,unified command plan,unified command plan
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128278,Inspectors General on Integrity and Efficiency (CIGIE),Inspectors General on Integrity and Efficiency (CIGIE)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132535,Small Business Administration,Small Business Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131204,Postal Service,Postal Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131202,Postal Regulatory Commission,Postal Regulatory Commission
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121662,Agricultural Research Service,Agricultural Research Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128280,Institute of American Indian and Alaska Native Culture and Arts Development,Institute of American Indian and Alaska Native Culture and Arts Development
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128287,instructional television fixed service,instructional television fixed service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130126,NATO Military Agreements,NATO Military Agreements
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132304,secure communities,secure communities
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130127,NATO Military Forces,NATO Military Forces
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/134929,Health Care Financing Administration (HCFA),Health Care Financing Administration (HCFA)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130569,Office of the United States Trade Representative (USTR),Office of the United States Trade Representative (USTR)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131663,r-1 visas,r-1 visas
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127152,Geological Survey,Geological Survey
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130570,Office of the Vice President of the United States,Office of the Vice President of the United States
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127384,Green Book,Green Book
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126293,federal-aid highway program,federal-aid highway program
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130548,Office of the Comptroller General,Office of the Comptroller General
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130549,Office of the Comptroller General (CG),Office of the Comptroller General (CG)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/131636,quadrennial defense review,quadrennial defense review
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130551,Office of the Director of National Intelligence,Office of the Director of National Intelligence
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128473,international space station,international space station
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126084,Federal Aviation Administration Office of Human Resource Management,Federal Aviation Administration Office of Human Resource Management
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130555,Office of the General Counsel (GC),Office of the General Counsel (GC)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130314,North Atlantic Treaty Organization,North Atlantic Treaty Organization
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128478,International Telecommunications Satellite Organization,International Telecommunications Satellite Organization
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130553,Office of the Director U.S. Digital Service,Office of the Director U.S. Digital Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130554,Office of the General Counsel,Office of the General Counsel
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130558,Office of the National Drug Control Policy,Office of the National Drug Control Policy
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126074,Federal Air Marshal Service,Federal Air Marshal Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130563,Office of the Taxpayer Advocate,Office of the Taxpayer Advocate
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127161,geostationary operational environmental satellites,geostationary operational environmental satellites
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130564,Office of the U.S. Attorney District Of Columbia District,Office of the U.S. Attorney District Of Columbia District
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130565,Office of the U.S. Trade Representative,Office of the U.S. Trade Representative
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128007,Immigration and Naturalization Service,Immigration and Naturalization Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129339,Maryland State Health Exchange,Maryland State Health Exchange
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127118,General Services Administration,General Services Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/125173,Economic Research Service,Economic Research Service
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132707,Southwestern Power Administration,Southwestern Power Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126260,Federal Retirement Thrift Investment Board,Federal Retirement Thrift Investment Board
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/128453,International Monetary Fund,International Monetary Fund
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130532,Office of Personnel Management,Office of Personnel Management
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/121808,airport and airway trust fund,airport and airway trust fund
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/129309,Marines,Marines
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/127349,Grant Management Center of Excellence (GMCE),Grant Management Center of Excellence (GMCE)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/132958,Student Loan Marketing Association,Student Loan Marketing Association
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126257,Federal Reserve System: Board of Governors,Federal Reserve System: Board of Governors
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126256,Federal Reserve System Board of Governors,Federal Reserve System Board of Governors
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126255,Federal Reserve System (FRS),Federal Reserve System (FRS)
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/126012,Farm Credit Administration,Farm Credit Administration
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130540,Office of Science and Technology Policy,Office of Science and Technology Policy
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130542,Office of Senate Printing and Document Services,Office of Senate Printing and Document Services
https://poolparty.clstaxonomy.com/GAOProductTaxonomyMain/130543,Office of Special Counsel,Office of Special Counsel
